substrate,tf,alpha
ECM4,YAP1,0.116190
ECM5,STE12,1.128680
EDC2,ABF1,0.253751
EDC2,HSF1,0.668963
EEB1,SOK2,0.548811
EFB1,ABF1,8.484498
EFB1,HSF1,8.225901
EFB1,RAP1,2.984144
EFT2,SOK2,30.686050
EGD1,RAP1,13.333229
EGD2,ACE2,6.299140
EGD2,ROX1,15.722543
EGT2,ACE2,2.418030
EGT2,RAP1,-0.596507
EGT2,SOK2,-0.039805
EGT2,YAP1,-0.058973
EHD3,STE12,1.429538
EHT1,YAP1,0.505600
EKI1,INO4,0.771249
ELO1,ASH1,0.277670
ELO1,GCR2,2.461483
ELO1,MBP1,0.122963
ELO1,SWI4,-0.730390
ELO1,SWI6,0.121341
ELP2,CBF1,7.317932
ELP3,SFP1,3.854363
EMG1,SWI4,3.326340
EMI1,MSN2,4.347979
EMI2,MSN2,0.176040
EMI2,PDR1,0.975950
EMI2,SOK2,0.110101
EMP47,TEC1,1.478795
ENA5,YRM1,1.263182
ENB1,AFT1,0.387831
ENB1,TUP1,1.546058
ENO1,CIN5,3.918446
ENO1,PDR1,1.640946
ENO1,RAP1,1.912373
ENO2,GCR2,58.686145
ENO2,HSF1,45.758640
ENO2,RAP1,46.797838
EPL1,MSN2,0.673115
EPT1,RAP1,0.720768
ERC1,PHO4,0.253137
ERC1,RAP1,0.094643
ERC1,TUP1,0.112546
ERG1,RAP1,4.319808
ERG11,SOK2,2.351952
ERG11,YAP1,2.861868
ERG12,REB1,0.111276
ERG12,YRM1,1.113729
ERG13,HAP1,2.286628
ERG13,RAP1,1.612550
ERG2,ECM22,2.741457
ERG2,HCM1,0.984305
ERG2,MOT3,3.316888
ERG20,INO4,5.607207
ERG24,DAL82,5.779852
ERG25,SOK2,6.091281
ERG25,STE12,0.297197
ERG25,TEC1,1.090393
ERG25,YAP1,2.102073
ERG27,PDR1,2.117061
ERG28,ECM22,0.708187
ERG28,SOK2,0.085827
ERG28,YAP1,0.122601
ERG3,ECM22,1.001141
ERG3,MCM1,1.027382
ERG4,ECM22,0.419046
ERG4,GCR1,0.683819
ERG4,RPN4,5.146432
ERG5,HAP1,0.661048
ERG5,SOK2,0.669377
ERG5,YAP1,0.401951
ERG6,ACE2,2.629529
ERG6,MSN2,10.710675
ERG8,CAD1,3.118260
ERG8,HAP1,3.206866
ERG9,HAP1,1.416219
ERG9,MSN2,3.503382
ERO1,YAP1,0.517303
ERP2,ABF1,1.253866
ERP2,MSN2,0.743566
ERP5,YHP1,1.916055
ERT1,STE12,0.366572
ERV14,MSN2,3.881319
ERV15,CIN5,0.755453
ERV25,ABF1,6.702386
ERV29,RAP1,1.943516
ERV46,ABF1,6.556828
ESBP6,ARO80,0.213691
ESBP6,GCN4,0.016086
ESC8,ABF1,0.238850
ESF1,ABF1,0.062848
ESF1,STE12,0.587589
ESF1,YRM1,2.271696
ESF2,SFP1,2.529004
EST3,STE12,0.686603
EUG1,HAC1,0.077444
EXG1,ACE2,2.781482
EXG1,SWI4,3.057033
EXG2,TEC1,1.723869
EXO5,ABF1,0.336487
FAA1,MSN2,0.297458
FAA1,RAP1,0.041101
FAA1,SPT23,2.150754
FAA3,ACE2,1.085053
FAA3,STE12,-0.056859
FAA4,SPT23,4.832720
FAF1,RAP1,1.320355
FAL1,RAP1,0.384015
FAP7,YAP1,0.860539
FAR1,MCM1,0.680728
FAR8,INO4,0.565647
FAS1,INO4,1.911021
FAS1,MSN2,0.695685
FAS1,OPI1,4.692935
FAS2,INO4,7.008756
FAS2,OPI1,5.567024
FAS2,RAP1,0.051488
FAT1,MCM1,1.147450
FAU1,SFP1,1.944061
FBA1,GCN4,8.549410
FBA1,TUP1,-4.155892
FCF1,ABF1,1.011003
FCF1,MSN2,0.362614
FCF2,ABF1,0.897385
FCF2,PUT3,0.720695
FCY2,MSN2,3.125064
FCY2,RAP1,0.779835
FCY2,TUP1,1.305034
FES1,HSF1,0.687391
FES1,MSN2,0.036050
FES1,SPT23,0.480370
FET3,AFT1,7.366795
FET3,STE12,2.026685
FET4,AFT1,0.116617
FET4,STE12,0.351366
FET4,TEC1,0.199476
FET5,AFT2,3.368964
FHN1,STE12,0.431802
FIG1,STE12,0.485166
FIG1,SUM1,0.370076
FIG1,TEC1,0.080635
FIG2,STE12,3.646454
FIG2,TEC1,0.203919
FIG4,MSN2,0.670484
FIN1,ABF1,0.238198
FIP1,ABF1,0.359426
FIP1,STE12,0.182574
FIR1,RAP1,0.387266
FIT2,AFT1,5.441264
FIT2,ASH1,-0.166215
FIT2,CIN5,0.808805
FIT3,AFT1,3.115259
FIT3,PUT3,0.991047
FKH2,RAP1,0.965182
FKS1,STE12,5.003998
FKS1,SWI4,7.959377
FLC1,MSN2,1.616471
FLC1,RAP1,0.342413
FLC2,BAS1,0.806310
FLC2,SOK2,1.144653
FLD1,STE12,0.915991
FLO8,STE12,0.393995
FLO8,TEC1,0.151441
FLR1,YAP1,0.229445
FMC1,NRG1,1.125584
FMP23,GCN4,0.017989
FMP25,YAP1,0.352458
FMP40,FHL1,0.451125
FMP40,STE12,0.446339
FMP43,AFT1,0.161734
FMP43,REB1,0.057783
FMP43,SKO1,0.016430
FMP52,ASH1,0.306283
FOB1,SWI5,0.789160
FOL1,MSS11,3.695465
FOL2,GCN4,0.134861
FOX2,ABF1,0.232687
FOX2,ADR1,0.062777
FOX2,OAF1,0.015671
FPK1,RAP1,0.335609
FPR1,YAP1,6.685763
FPR4,TEC1,6.329554
FPS1,MIG1,3.515595
FRE1,AFT1,0.400371
FRE1,RAP1,0.658311
FRE3,STE12,0.466711
FRE3,YOX1,0.087682
FRE6,AFT1,0.309728
FRE6,RAP1,0.353275
FRQ1,CST6,0.824199
FRQ1,ECM22,1.069602
FRS1,BAS1,3.924215
FRS1,PDR1,2.540341
FRS2,ACE2,1.015616
FRS2,TUP1,2.656042
FRS2,YRM1,2.299145
FRT1,STE12,0.498633
FRT1,TEC1,0.070673
FSF1,LEU3,4.691901
FSF1,MSN2,2.581483
FSH1,HSF1,0.483588
FSH1,SKO1,1.788143
FSH1,SOK2,0.526607
FSH2,STE12,1.393494
FSH3,RFX1,2.271998
FTH1,HSF1,0.670959
FTR1,AFT1,3.799525
FTR1,SOK2,0.662937
FTR1,TUP1,1.585184
FUI1,DAL81,1.035222
FUI1,RAP1,0.904627
FUN19,SOK2,0.681688
FUN26,MCM1,2.932909
FUN26,SWI5,0.499234
FUN30,STE12,1.002478
FUR1,RAP1,4.778805
FUR4,ABF1,0.341114
FUR4,TEC1,0.241086
FUS1,STE12,0.722335
FUS1,TEC1,0.127601
FUS2,STE12,0.681695
FUS2,TEC1,0.073188
FUS3,MSN2,0.090963
FUS3,STE12,0.311068
FUS3,TEC1,0.376959
FYV4,STE12,1.073495
FYV6,STE12,0.425998
FYV6,TEC1,0.145208
FYV7,MET28,1.058214
FZO1,ABF1,0.060850
FZO1,YAP1,0.134342
GAD1,GCN4,0.023726
GAL11,RAP1,0.477691
GAP1,ABF1,0.122596
GAP1,SOK2,0.061002
GAP1,TEC1,0.065406
GAP1,YAP1,0.067859
GAR1,CBF1,29.560510
GAS1,ASH1,5.051355
GAS3,FKH1,-1.711947
GAS3,SWI6,3.567275
GAT1,ACE2,0.168863
GAT1,GCN4,0.023522
GAT2,GCN4,0.034204
GAT2,SOK2,-0.101289
GCD1,RPN4,3.514122
GCD11,REB1,6.145839
GCD6,STE12,2.148468
GCD6,TEC1,0.601358
GCN1,ABF1,1.260751
GCN1,RPN4,4.859554
GCN1,STE12,1.013453
GCN2,ABF1,1.157731
GCN20,STE12,6.125585
GCN4,STP1,21.321608
GCR1,RAP1,1.059530
GCS1,PHO2,8.173051
GCV1,BAS1,0.842373
GCV2,GCN4,0.083542
GCV2,YAP1,0.006501
GCV3,ABF1,2.333776
GCV3,BAS1,1.228688
GCV3,YAP1,1.082241
GCY1,CIN5,0.625084
GCY1,REB1,0.570397
GDA1,BAS1,6.354304
GDB1,CIN5,0.272485
GDB1,PDR1,0.162485
GDB1,SPT23,0.053151
GDE1,PHO4,0.866499
GDH1,CIN5,1.701313
GDH1,GLN3,2.353769
GDH1,LEU3,4.453631
GDH1,MSN2,1.027298
GDH1,SOK2,1.046119
GDH2,GAT1,0.058284
GDH2,GCN4,0.040943
GDH3,ARR1,0.068332
GDH3,SKN7,0.021598
GDH3,SOK2,0.185754
GDH3,SWI5,0.158941
GDH3,YOX1,0.006801
GDI1,MSN2,3.335156
GDS1,MCM1,0.169990
GDS1,RAP1,1.025961
GEA2,RPN4,0.476828
GEA2,YRM1,1.527739
GEF1,STE12,1.138103
GFA1,MCM1,2.473322
GFA1,MSN2,1.277326
GFD1,MSN2,1.110615
GGC1,GCN4,0.108175
GIC1,STE12,0.653696
GIC2,ASH1,0.064147
GIC2,FHL1,0.391450
GIC2,PHD1,0.149387
GIC2,RAP1,0.665401
GIC2,SOK2,0.116073
GIC2,TEC1,0.454794
GID7,STE12,0.752573
GID8,GCN4,0.084922
GID8,SOK2,-0.254546
GIM3,RAP1,2.191627
GIM5,CIN5,2.905884
GIR2,SFP1,12.330229
GIS1,MSN2,0.432606
GIS1,RDS2,0.251097
GIS2,ABF1,6.315621
GIS3,RAP1,0.422266
GIS3,STE12,0.257991
GIS3,STP1,0.005381
GIS4,YOX1,0.282096
GLC3,OAF1,0.606115
GLC3,SOK2,0.031096
GLC7,MCM1,2.188714
GLK1,GCR1,1.798488
GLK1,MSN2,1.853665
GLN1,FKH1,-0.110703
GLN1,MSN1,0.534620
GLN1,RAP1,2.266472
GLN1,YOX1,1.934057
GLN3,GCN4,0.023726
GLO1,ABF1,1.409711
GLO1,ACE2,0.769983
GLO4,STE12,0.473016
GLR1,YAP1,2.314444
GLT1,GCN4,0.057941
GLY1,GCN4,0.052369
GLY1,RAP1,-0.041417
GLY1,SOK2,0.034232
GLY1,YAP1,-0.085234
GMH1,ABF1,0.249142
GND1,CIN5,2.591063
GND1,SUM1,3.632299
GND1,YAP1,0.611043
GND2,CAD1,0.179039
GND2,CIN5,0.196239
GND2,MSN2,0.227010
GNP1,GCN4,0.197983
GNP1,SOK2,0.114367
GON7,ABF1,1.976684
GOR1,STB5,1.039063
GOS1,REB1,0.714953
GPA1,STE12,0.844500
GPA1,TEC1,0.126759
GPA2,SOK2,0.747242
GPD1,HOT1,0.829882
GPD1,RAP1,0.631212
GPD2,GCN4,0.082887
GPH1,CIN5,0.136689
GPH1,MAC1,0.033228
GPH1,MSN2,0.383625
GPI12,UME6,0.425589
GPI17,ABF1,1.123225
GPM1,GCR2,42.852286
GPM1,HSF1,29.345408
GPM1,RAP1,23.782568
GPM2,CIN5,0.213203
GPM2,GCN4,0.013000
GPT2,YAP1,0.464492
GPX1,CIN5,0.003517
GPX1,RPN4,0.047771
GPX1,STE12,0.315363
GPX2,CRZ1,1.800322
GPX2,YAP1,0.295096
GRE2,SKO1,0.225750
GRE2,SOK2,0.377357
GRE2,YAP1,0.458171
GRE3,HSF1,0.739904
GRE3,MSN2,0.337842
GRH1,ABF1,1.087889
GRS1,SFP1,22.336587
GRS2,BAS1,1.596928
GRX2,YAP1,1.187990
GRX3,SOK2,4.618492
GRX6,MSN2,2.736500
GRX7,STE12,2.004955
GSC2,RAP1,0.781415
GSC2,STE12,0.175242
GSC2,SWI4,0.323691
GSF2,RPN4,2.008087
GSH1,MET4,0.951955
GSH1,YAP1,0.212665
GSH2,YAP1,2.038032
GSM1,STE12,0.051551
GSM1,UME6,0.279947
GSP1,HSF1,12.636536
GSY1,IXR1,0.207740
GSY1,MSN2,0.174854
GSY1,NRG1,0.225592
GSY2,YAP1,0.155693
GTO1,YAP1,0.113543
GTR1,YAP1,0.253099
GTT1,SOK2,1.322997
GTT2,STE12,0.033697
GTT2,YAP1,0.209078
GTT3,ABF1,0.484891
GTT3,RAP1,0.026505
GUA1,ABF1,7.135713
GUF1,ACE2,0.256478
GUP1,RAP1,0.837030
GUT1,ADR1,0.334608
GUT1,RAP1,0.659222
GUT2,ADR1,0.154789
GUT2,FHL1,0.422092
GVP36,ABF1,4.633235
GYL1,YAP6,1.200247
GYP1,HCM1,0.099300
GYP1,SOK2,0.422014
GYP5,STE12,1.829132
GYP8,YAP1,0.209715
GZF3,GAT1,0.738755
HAA1,RAP1,0.344568
HAA1,STE12,0.138278
HAC1,CBF1,8.871910
HAC1,MSN2,3.154607
HAC1,STE12,14.923987
HAL5,YRM1,1.267875
HAP1,ABF1,0.040786
HAP1,YAP1,0.118843
HAS1,MSN2,5.737510
HAT2,IXR1,0.031427
HAT2,RAP1,1.139533
HBN1,YAP1,0.172642
HCH1,HSF1,3.044465
HCM1,RAP1,0.370006
HCM1,SWI4,0.437883
HCR1,AFT2,15.810877
HCS1,RAP1,0.435000
HDA3,CIN5,0.800370
HEK2,ABF1,0.285956
HEK2,HCM1,0.560912
HEK2,YAP1,0.353217
HEK2,YOX1,0.044884
HEM1,HAP3,1.765093
HEM1,MSN2,1.060452
HEM12,STP1,3.843298
HEM13,RAP1,0.507044
HEM13,STE12,0.169309
HEM2,CBF1,5.936809
HEM3,STE12,0.830718
HEM4,CIN5,0.811324
HER1,YAP1,0.279965
HFD1,SPT23,1.306998
HFI1,ABF1,0.432571
HGH1,AFT1,1.795084
HHF1,FKH2,-6.803231
HHF1,HSF1,11.317350
HHF2,SWI4,2.255329
HHF2,YAP1,1.798117
HHF2,YOX1,5.737253
HHO1,SWI4,1.232172
HHO1,SWI6,0.703947
HHT1,FKH2,-0.447966
HHT1,HIR2,13.404302
HHT2,SWI4,9.015655
HHT2,SWI6,4.105033
HHT2,YOX1,7.748899
HIP1,SFP1,1.788680
HIP1,STE12,2.760105
HIR2,SOK2,0.581726
HIS1,GCN4,0.512596
HIS1,SOK2,-1.741538
HIS1,TUP1,0.254836
HIS2,STE12,1.728367
HIS3,GCN4,0.062315
HIS4,GCN4,0.219898
HIS4,RAP1,0.110447
HIS5,GCN4,0.070170
HIS6,NRG1,2.154720
HIS7,ABF1,0.707376
HIS7,GCN4,0.110734
HIT1,SOK2,0.287634
HLR1,TEC1,0.233999
HMF1,CBF1,3.985258
HMF1,RAP1,2.514286
HMG1,HAP1,0.118732
HMG1,MSN2,0.743390
HMG1,SOK2,0.543717
HMG2,ABF1,1.001598
HMO1,ABF1,3.002136
HMRA1,RAP1,0.666152
HMS2,GCN4,0.027259
HMS2,RAP1,0.011376
HMS2,STE12,0.020476
HMX1,AFT2,0.414327
HMX1,HAP1,0.839692
HNM1,MAC1,12.063227
HNT1,ABF1,6.059164
HOC1,RAP1,1.454349
HOF1,ABF1,0.633241
HOG1,PHD1,0.483964
HOG1,YAP1,0.674775
HOM2,HSF1,2.589873
HOM2,REB1,4.236207
HOM3,GCN4,0.100990
HOM6,RAP1,8.421322
HOR2,RAP1,0.420627
HOR2,SOK2,0.137613
HOR7,GCN4,0.223070
HOR7,PDR1,3.332790
HOR7,TEC1,2.888724
HOS2,STE12,2.918076
HOS2,TEC1,0.331015
HOS3,FKH1,-0.368558
HOS3,MSN2,0.782008
HOS3,STE12,0.704430
HOS4,SOK2,0.433478
HOT13,ACE2,0.124314
HOT13,RAP1,0.306543
HPA3,SOK2,1.607379
HPF1,STE12,0.467914
HPT1,YAP1,1.058897
HRB1,ABF1,-0.050781
HRB1,GCN4,0.089465
HRP1,STE12,1.417178
HRR25,CBF1,1.304951
HSC82,BAS1,14.149276
HSC82,HSF1,8.301565
HSC82,REB1,4.850441
HSL1,STE12,0.767518
HSL1,TEC1,1.253207
HSL7,TEC1,0.715374
HSL7,TYE7,1.413194
HSP10,HSF1,8.219963
HSP104,HSF1,0.996940
HSP104,YAP1,0.965729
HSP12,RAP1,0.251657
HSP12,TEC1,0.727381
HSP12,YAP1,0.015160
HSP12,YOX1,-0.020453
HSP150,ABF1,-6.663275
HSP150,ACE2,35.902755
HSP150,RLM1,-7.300035
HSP26,HSF1,0.135081
HSP26,SOK2,0.066046
HSP26,YAP1,0.070382
HSP31,GCN4,0.088773
HSP31,YAP1,0.253261
HSP42,HSF1,0.262712
HSP42,TEC1,0.243807
HSP60,ABF1,2.738312
HSP60,HSF1,3.090541
HSP60,STE12,2.391855
HSP78,GCN4,-0.015098
HSP78,YAP1,0.625232
HSP82,ABF1,2.154581
HSP82,SUM1,2.960513
HSP82,YAP1,0.121291
HST2,MBP1,0.100622
HST2,SOK2,0.554813
HST3,IXR1,1.455438
HSV2,YAP1,0.489424
HTA1,HIR1,1.903215
HTA1,SWI4,23.400381
HTA2,CIN5,4.358726
HTA2,MBP1,-0.405257
HTA2,SWI4,20.010287
HTB1,HIR2,0.191990
HTB1,SWI4,12.511356
HTB2,SWI6,9.819819
HTZ1,MCM1,1.148080
HUA1,ABF1,0.305352
HXK1,PDR1,1.280539
HXK1,SOK2,-0.434626
HXK1,TEC1,1.191189
HXK2,ABF1,1.088690
HXK2,CRZ1,6.378280
HXK2,RGT1,7.717341
HXK2,SWI4,4.831223
HXT1,MSN2,0.532407
HXT1,RGT1,0.779792
HXT1,SKO1,0.688345
HXT2,RGT1,5.860996
HXT3,PDR1,4.014261
HXT3,RGT1,5.271766
HXT4,GCR1,0.068562
HXT4,RGT1,0.285297
HXT4,TEC1,0.068974
HXT7,PDR1,0.045041
HXT7,TEC1,0.658628
HXT7,TUP1,0.012325
HYM1,STE12,0.759076
HYP2,ABF1,13.743934
HYP2,RAP1,21.759170
IAH1,INO4,0.669762
IBA57,CIN5,0.165725
IBA57,YAP1,0.149959
ICE2,UME6,1.274995
ICL2,ADR1,0.396113
ICL2,STE12,0.746081
ICP55,ACE2,-0.007740
ICP55,YAP1,0.299125
ICT1,MSN2,0.096529
ICT1,PDR1,0.269168
ICT1,STE12,0.128927
ICY1,CIN5,0.036036
ICY1,GCN4,0.018130
ICY1,TEC1,0.162612
ICY2,GCN4,0.042644
IDH1,ABF1,0.980780
IDH1,MSN2,0.719297
IDH2,MSN2,2.114252
IDH2,NRG1,0.087043
IDH2,RTG3,3.043858
IDI1,MSN2,7.049216
IDP1,GCN4,0.331217
IES1,CIN5,0.133495
IES1,RAP1,0.197090
IES1,YRM1,0.415226
IES5,BAS1,0.292056
IES5,MET31,0.758298
IES6,SOK2,1.002319
IES6,STE12,1.146895
IFA38,ABF1,0.800679
IFA38,ACE2,0.655828
IKI3,YOX1,1.553664
IKS1,YAP1,0.101746
ILM1,MSN2,2.342179
ILS1,GCN4,0.459134
ILV1,GCN4,0.195015
ILV2,GCN4,0.294305
ILV2,HSF1,1.631162
ILV3,GCN4,0.428543
ILV3,STE12,3.343016
ILV5,GCN4,1.456169
ILV6,STE12,19.092309
IMD2,RAP1,0.417533
IMD3,CIN5,5.659468
IMD4,STE12,2.611496
IMD4,YRM1,9.903392
IME4,ABF1,0.255461
IME4,TEC1,0.011313
IML1,SOK2,0.906223
IML2,MSN2,0.785290
INH1,MSN2,0.580922
INH1,PHO4,0.104271
INP51,STE12,1.593057
INP52,STE12,0.440409
INP53,STE12,2.980460
IOC2,ABF1,0.483260
IOC3,ABF1,0.579172
IOC3,YRM1,1.099590
IOC4,HAP2,3.208796
IPP1,ABF1,11.792076
IPP1,RAP1,7.800030
IPT1,ABF1,0.272404
IPT1,PDR1,0.080075
IPT1,PDR3,1.241282
IPT1,SOK2,0.000364
IPT1,TUP1,0.376295
IQG1,YHP1,2.285183
IRA1,STE12,2.421997
IRA2,HSF1,0.769821
IRA2,STE12,0.192913
IRC18,ABF1,0.213895
IRC18,SUM1,0.088401
IRC22,RAP1,5.263036
IRC3,ACA1,0.669667
IRC3,YOX1,0.080303
IRC5,RAP1,0.481971
IRC5,STE12,1.220745
ISA1,GCN4,0.040204
ISC1,RAP1,1.361023
ISD11,STE12,4.185152
ISM1,YOX1,0.178189
ISR1,ACE2,0.402727
ISU1,GCN4,0.121479
ISU1,SOK2,1.415633
ISU2,PHD1,2.129860
ISU2,YAP1,0.964413
ISW2,ABF1,0.376068
ITC1,ACE2,0.362392
ITR1,INO4,4.199732
ITR1,OPI1,2.974494
IXR1,CIN5,0.133672
IXR1,SOK2,0.097435
IXR1,STE12,0.390055
IZH1,MSN2,1.324229
IZH2,OAF1,2.586512
IZH3,RAP1,0.086141
IZH3,SOK2,0.019772
IZH3,YOX1,-0.004474
IZH3,YRM1,0.265935
JEN1,ABF1,0.126698
JEN1,BAS1,0.043675
JEN1,MSN2,0.189610
JHD2,MSN2,0.594309
JIP4,FHL1,0.369551
JIP4,MSN2,0.586265
JJJ2,STE12,0.343042
JSN1,ASH1,0.039257
JSN1,RAP1,0.404304
KAE1,CIN5,1.073513
KAE1,STE12,2.433925
KAP123,MCM1,5.876575
KAR2,HAC1,0.607519
KAR2,HSF1,0.183466
KAR3,STE12,0.693480
KAR4,MCM1,0.118020
KAR4,RPN4,0.312011
KAR4,STE12,0.240168
KAR5,GCN4,0.017857
KDX1,RAP1,0.211335
KDX1,SFP1,0.119039
KEG1,HAC1,0.038355
KEL1,YRM1,0.396263
KEL2,ABF1,-0.008713
KEL2,YAP1,0.120331
KEX1,CIN5,1.565970
KGD1,AFT1,0.499609
KIC1,MET32,0.778716
KIN1,SOK2,0.368107
KIN1,SPT23,0.744914
KIN2,UME6,0.809616
KIN3,MCM1,0.551407
KIN3,YHP1,2.126103
KIN3,YOX1,-0.486618
KIN4,YOX1,0.805364
KIP1,STE12,0.651369
KNS1,FHL1,0.074098
KNS1,RAP1,0.248620
KOG1,STE12,1.021187
KRE1,ABF1,2.722485
KRE2,PHO4,7.222751
KRE33,MSN2,3.036023
KRE33,TEC1,0.541632
KRE6,CIN5,3.440474
KRE6,MAC1,4.792208
KRE6,MSN2,2.713541
KRE9,ABF1,2.100970
KRR1,FKH2,0.437418
KRR1,HSF1,1.659209
KRS1,STE12,28.356304
KTI12,CBF1,0.889964
KTI12,TEC1,0.659529
KTR2,TEC1,0.087397
KTR2,YAP1,0.283875
KTR4,ABF1,1.914186
KXD1,PHO4,0.839273
LAC1,ABF1,1.312228
LAG2,ABF1,0.195615
LAG2,STE12,0.143338
LAP3,CIN5,0.235149
LAP3,GCN4,0.213913
LAP3,SWI5,-0.561206
LAS1,STE12,0.577606
LAS17,RAP1,1.023649
LAT1,ABF1,5.722662
LCB1,ABF1,0.734859
LCB1,CIN5,1.005181
LCB1,RAP1,0.709927
LCB2,RAP1,1.379685
LCB3,CBF1,1.625078
LCB3,RAP1,0.327773
LCB4,YRM1,0.881998
LCB5,FKH2,0.381830
LCD1,STE12,1.382345
LCL1,ASH1,0.113103
LCL2,RAP1,0.712528
LCP5,ACE2,1.677206
LDB16,ABF1,0.626994
LDB18,YAP1,0.168849
LDB7,PDR3,4.756185
LEU1,CIN5,0.208005
LEU1,GCN4,0.972947
LEU3,GCN4,0.033669
LEU4,GCN4,0.183507
LEU4,YAP1,3.525572
LEU9,GCN4,0.259202
LGE1,RAP1,0.443437
LHP1,CBF1,4.015982
LHP1,TYE7,4.460069
LHS1,HAC1,0.070132
LOC1,MSN2,1.421814
LOC1,STE12,2.630573
LOS1,GCN4,0.040693
LOT5,ABF1,1.221938
LOT6,STE12,0.423386
LPD1,GCN4,0.325019
LPX1,ADR1,0.523818
LPX1,MSN2,0.878453
LPX1,SOK2,0.938599
LRG1,STE12,0.396410
LRO1,FHL1,0.010982
LRO1,STE12,0.627013
LRO1,SWI4,0.206099
LRP1,MSN2,1.715109
LRP1,RDS2,2.577488
LSB3,MSN2,3.196762
LSG1,YOX1,0.563483
LSP1,MSN2,7.793266
LST4,ZAP1,3.047107
LST8,HSF1,0.501780
LTV1,ABF1,1.972266
LYP1,RAP1,2.151982
LYS1,GCN4,0.041597
LYS1,STP1,0.017717
